"objectid","iso3cd","romnam","m49code","species_group","kingdom","habitat_id","habitat","CF_occ_avg_reg","CF_occ_avg_reg_rsd","CF_occ_avg_glo","CF_occ_avg_glo_rsd","CF_occ_mar_reg","CF_occ_mar_reg_rsd","CF_occ_mar_glo","CF_occ_mar_glo_rsd","CF_tra_avg_reg","CF_tra_avg_reg_rsd","CF_tra_avg_glo","CF_tra_avg_glo_rsd","CF_tra_mar_reg","CF_tra_mar_reg_rsd","CF_tra_mar_glo","CF_tra_mar_glo_rsd","quality_reg","quality_glo"
1,"AFG","Afghanistan","4","Plantae","Plantae",8,"Pasture_Intense",3.56453613748655e-12,1.55931491820652,2.97396612151421e-16,1.32843644815084,5.31641746500666e-12,1.48557056530683,4.33537264237896e-16,1.19826555920334,1.40356853188791e-09,2.42523450202721,9.30241729685891e-14,1.63488304210307,2.10455239211059e-09,2.44840506131566,1.34900460625144e-13,1.48713007856125,"original","original"
1,"AFG","Afghanistan","4","Plantae","Plantae",9,"Pasture_Light",2.76795488514347e-12,1.3532573965575,1.7004329772779e-16,0.933620931213222,5.13152663590816e-12,1.40006820341911,3.04603360230742e-16,0.890459270517507,9.31553816419499e-10,1.56410316750225,5.32586284380299e-14,1.11487528032703,1.69341817550731e-09,1.49737067084183,9.48402784795413e-14,1.0185557590711,"original","original"
1,"AFG","Afghanistan","4","Plantae","Plantae",10,"Pasture_Minimal",5.38213449889009e-13,1.3532573965575,3.30639745581815e-17,0.933620931213222,9.97796845871032e-13,1.40006820341911,5.92284311559777e-17,0.890459270517507,1.79938460023792e-10,1.564103167419,1.02874095037561e-14,1.1148752803958,3.27099791023283e-10,1.49737067077543,1.83192998164414e-14,1.01855575911996,"original","original"
1,"AFG","Afghanistan","4","Plantae","Plantae",11,"Plantation_Intense",5.79738673432522e-12,0,8.17120231304276e-16,0,1.06823755843267e-11,0,1.5056413533123e-15,0,3.21700823409685e-09,0,4.53425419558272e-13,0,5.92772084895146e-09,0,8.35490343006444e-13,0,"original","original"
1,"AFG","Afghanistan","4","Plantae","Plantae",12,"Plantation_Light",2.1950666395739e-12,1.81700801121743,1.55589973125954e-16,2.38490501552764,4.40990743132775e-12,1.73665682346575,3.16342312163395e-16,2.24837354703256,4.38185984476523e-10,2.14163003548489,2.72749310997314e-14,2.3601932489605,9.08761204550139e-10,2.12845903472228,5.71047788357615e-14,2.22200614074497,"proxy_type","proxy_type"
1,"AFG","Afghanistan","4","Plantae","Plantae",13,"Plantation_Minimal",2.1950666395739e-12,1.81700801121743,1.55589973125954e-16,2.38490501552764,4.40990743132775e-12,1.73665682346575,3.16342312163395e-16,2.24837354703256,4.38185984476523e-10,2.14163003548489,2.72749310997314e-14,2.3601932489605,9.08761204550139e-10,2.12845903472228,5.71047788357615e-14,2.22200614074497,"proxy_type","proxy_type"
1,"AFG","Afghanistan","4","Plantae","Plantae",14,"Urban_Intense",3.02416544445182e-12,1.38327741021887,2.60889964234572e-16,0.446336904845985,4.70665824348493e-12,1.40620306501266,4.02489769917531e-16,0.708725896592676,1.20378798620612e-09,2.62584728097136,7.82999854308263e-14,0.678240897372564,1.88212605169722e-09,2.63106643688947,1.22404261692401e-13,0.973672733476043,"original","original"
1,"AFG","Afghanistan","4","Plantae","Plantae",15,"Urban_Light",7.63916128236572e-14,1.34104675839291,6.26129795886816e-18,0.752645765130069,1.24605316072054e-13,1.3857406300367,9.91442638496568e-18,0.95259895016774,2.7504822821454e-11,2.57549609696136,1.82947309245281e-15,0.916530981861594,4.44995562563779e-11,2.51628836566086,2.91965834809042e-15,1.14700825566959,"original","original"
1,"AFG","Afghanistan","4","Plantae","Plantae",16,"Urban_Minimal",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"original","original"
2,"AGO","Angola","24","Animalia","Animalia",2,"Cropland_Intense",2.07907762969183e-12,1.13250874479588,2.51104921347448e-15,0.428799640963019,4.18957241822003e-12,2.26811302906187,4.25830405629369e-15,0.591121473651675,2.35353986065745e-10,1.74039339505412,2.4154809196991e-13,0.689543363172235,5.07604381827944e-10,3.05276987461371,4.20701244692649e-13,0.991973601441252,"original","original"
2,"AGO","Angola","24","Animalia","Animalia",3,"Cropland_Light",2.07907762969183e-12,1.13250874479588,2.51104921347448e-15,0.428799640963019,4.18957241822003e-12,2.26811302906187,4.25830405629369e-15,0.591121473651675,2.35353986065745e-10,1.74039339505412,2.4154809196991e-13,0.689543363172235,5.07604381827944e-10,3.05276987461371,4.20701244692649e-13,0.991973601441252,"original","original"
2,"AGO","Angola","24","Animalia","Animalia",4,"Cropland_Minimal",1.95848691306853e-12,1.13412006189228,2.35365259918146e-15,0.369741862336192,3.95968956784448e-12,2.24178222036731,3.98718707035158e-15,0.586398619697823,2.12133906315359e-10,1.75401379003863,2.19705824550068e-13,0.525179770461348,4.67014996957276e-10,3.06753856042284,3.85580733648642e-13,0.974615807213038,"original","original"
2,"AGO","Angola","24","Animalia","Animalia",5,"Managed_forest_Intense",8.01655816909228e-13,1.11369259038228,9.65539812234921e-16,0.411098883126288,1.61276110457091e-12,2.18790427795058,1.63218597630347e-15,0.587153030603736,9.00691950542457e-11,1.68001563296489,9.49671574061892e-14,0.689017333429835,1.96135895731252e-10,2.92639699238525,1.6649440382961e-13,0.998170810461988,"original","original"
