"species_group","kingdom","habitat_id","habitat","CF_occ_avg_reg","CF_occ_avg_reg_rsd","CF_occ_avg_glo","CF_occ_avg_glo_rsd","CF_occ_mar_reg","CF_occ_mar_reg_rsd","CF_occ_mar_glo","CF_occ_mar_glo_rsd","CF_tra_avg_reg","CF_tra_avg_reg_rsd","CF_tra_avg_glo","CF_tra_avg_glo_rsd","CF_tra_mar_reg","CF_tra_mar_reg_rsd","CF_tra_mar_glo","CF_tra_mar_glo_rsd","quality","weighting"
"Animalia","Animalia",10,"Pasture_Minimal",1.64714806875197e-11,4.27130391827476,3.72324991623862e-15,2.58195262553483,4.99861682893633e-11,30.4391233558587,7.99467234357369e-15,6.27354184608568,1.13961295625635e-08,4.67614086826258,1.18906732949217e-12,3.31253400329052,2.57765570902939e-08,23.092559456401,2.49551055837318e-12,7.71459833971284,"original","ecoregion_area"
"Animalia","Animalia",11,"Plantation_Intense",3.44295305959798e-12,4.75278365791744,6.29301894622435e-15,3.03628487662755,5.82505687634925e-12,3.83772146381406,1.05038866449664e-14,2.53086115147434,1.38601364092611e-09,2.50180305126196,1.65310393825666e-12,2.47741430930106,2.24012705657468e-09,2.1692718822325,2.67233507534447e-12,2.06468803847924,"original","ecoregion_area"
"Animalia","Animalia",12,"Plantation_Light",3.28465987501482e-12,2.05832264059305,5.49618220619226e-15,2.89299637599445,5.58806241771137e-12,1.79581869854882,9.2483525741106e-15,2.5706539471446,1.52199553721961e-09,2.64548426714642,1.46935960262054e-12,2.59664457049239,2.44731798386591e-09,2.39431312099913,2.44545638270253e-12,2.22592459214645,"original","ecoregion_area"
"Animalia","Animalia",13,"Plantation_Minimal",2.7403622231192e-12,3.87038157072291,7.10797220283817e-15,2.59861153818817,4.54675695106529e-12,2.92011277326622,1.20025858453591e-14,2.45718209440364,5.19062736892579e-10,3.6395884126182,1.26343409149517e-12,2.75264315422822,8.40503601486425e-10,2.87166768167493,2.08498217230159e-12,2.60781352339216,"original","ecoregion_area"
"Animalia","Animalia",14,"Urban_Intense",3.11822263196277e-12,4.31767437837336,3.62426032556181e-15,2.75470045860289,4.95114988148024e-11,40.3985631815842,9.37268320804955e-15,11.359115831451,1.54357829938447e-09,6.39738643461052,1.0359986162421e-12,2.33077533767217,1.97357496622546e-08,39.7266882396057,2.81888302106621e-12,14.6130989019009,"original","ecoregion_area"
"Animalia","Animalia",15,"Urban_Light",5.33458693783335e-12,4.10506649154065,4.11174808958575e-15,3.27252541025308,4.19597502496189e-11,40.8961212291583,9.03852119702083e-15,7.80231939861186,3.05302205816864e-09,5.16155577627533,1.08861364015897e-12,2.72072333924897,1.74524766099329e-08,38.547760836381,2.58296581183655e-12,10.339433649278,"original","ecoregion_area"
"Animalia","Animalia",16,"Urban_Minimal",2.97023931818727e-12,3.86121254523615,3.48814875250062e-15,5.02040808843324,3.66189230482678e-11,41.1440804221906,7.81226874760824e-15,7.04097975191773,1.39759646366634e-09,2.1088628477677,1.01148791526897e-12,3.16287011764186,1.46865287525902e-08,40.041651678256,2.39083728234121e-12,8.3299205459145,"original","ecoregion_area"
"Plantae","Plantae",2,"Cropland_Intense",4.19657831241279e-12,2.46248925076143,5.35632055989153e-15,2.38617247265323,8.97118727489173e-12,2.12804196400798,1.0765486339307e-14,2.63189824209919,1.3110391799653e-09,2.38006215075752,1.23899049366042e-12,2.16640898648665,3.02890623338872e-09,2.14623853516349,2.60491064178716e-12,2.23687634869647,"original","ecoregion_area"
"Plantae","Plantae",3,"Cropland_Light",2.906415887179e-12,5.94416387568382,3.28026950651264e-15,2.55942487662676,5.81927828646611e-12,4.46633216897275,6.42577652158115e-15,2.83278159534863,8.36761157722829e-10,3.57039714639857,7.25457277348429e-13,2.40316594484237,1.85589993582341e-09,2.76894204625959,1.49855696564016e-12,2.49207268287358,"original","ecoregion_area"
"Plantae","Plantae",4,"Cropland_Minimal",2.96905183425419e-12,6.88552628266834,2.39275456910749e-15,2.7899896654161,5.10763038867266e-12,5.6882236845838,4.63323114483639e-15,3.42502323129498,9.73236295440823e-10,7.63909261560913,4.84706062950179e-13,2.61524721743293,1.65783522319809e-09,5.78184296991792,9.89903957273265e-13,2.94343779296203,"original","ecoregion_area"
